,value_M
144,1.0625984007532543
145,0.941789235177173
146,-3.909948283381706
147,-0.43649457148506393
148,0.8911463035928424
149,0.941789235177173
150,0.941789235177173
151,0.941789235177173
152,-1.2493006652637832
153,0.941789235177173
154,0.0
155,0.941789235177173
156,-1.2493006652637832
157,0.941789235177173
158,0.3330416938379186
159,0.941789235177173
160,-1.3431939913028152
161,0.941789235177173
162,1.3519528891766779
163,0.941789235177173
164,0.941789235177173
165,-4.786880024939938
166,0.941789235177173
167,0.941789235177173
168,1.8959644267981177
169,-2.730752272741645
170,0.941789235177173
171,1.395588466611029
172,-2.730752272741645
173,-4.137028751869852
174,-0.9423900854955806
175,0.09503356938230334
176,-1.7477923522812444
177,0.941789235177173
178,-2.4721913811853855
179,1.3519528891766779
180,-2.4721913811853855
181,-0.9423900854955806
182,-0.9423900854955806
183,-1.6373727343056521
184,2.103505258661656
185,1.093231536745501
186,-1.3431939913028152
187,-1.0107743411061376
188,0.941789235177173
189,-0.8783977865783749
190,1.5329348091091326
191,1.5329348091091326
192,1.6972865867888325
193,0.26027532256382296
194,-2.593836070024165
195,-1.1633662929807496
196,-0.8182806639107879
197,-1.3431939913028152
198,-3.287009201705977
199,1.395588466611029
200,0.4004904389470194
201,0.8524959452108115
202,-1.6373727343056521
203,0.09503356938230334
204,-0.051373648083098564
205,-0.8182806639107879
206,-0.43649457148506393
207,-1.3431939913028152
208,-3.909948283381706
209,-0.3977936370413622
210,0.941789235177173
211,0.0
212,-0.7616073895492042
213,0.8524959452108115
214,-0.5628342982688278
215,0.8120977646776598
216,0.941789235177173
217,-0.07814727111450857
218,0.941789235177173
219,-1.4910969469945392
220,1.4767410535131245
221,1.4767410535131245
222,1.4371217806165124
223,-0.9423900854955806
224,-0.47680811823172703
225,-1.5375891682129184
226,-1.2493006652637832
227,0.6786934111100942
228,0.941789235177173
229,0.3330416938379186
230,0.09503356938230334
231,-2.887169888883359
232,1.8348246597291769
233,-1.87129857319878
234,-1.446616205823723
235,-0.9423900854955806
236,-0.10569992080020062
237,-0.8783977865783749
238,-0.7616073895492042
239,0.941789235177173
240,-3.287009201705977
241,-1.3431939913028152
242,-0.1633274222600536
243,-0.25688475356734697
244,-1.5862774567170923
245,-0.051373648083098564
246,-1.1633662929807496
247,-1.87129857319878
248,-2.1726536863035086
249,0.941789235177173
250,-0.8182806639107879
251,-0.32475950800271575
252,-0.608875092836334
253,-0.5628342982688278
254,-0.47680811823172703
255,0.18131114481424063
256,0.9281899915426999
257,0.941789235177173
258,-0.9423900854955806
259,1.5329348091091326
260,1.8348246597291769
261,0.941789235177173
262,1.0308621491354881
263,-2.011287205857718
264,-2.730752272741645
265,1.1228336811775832
266,-1.8077245224037037
267,-2.887169888883359
268,2.0062260007117168
269,0.5221298424115547
270,-1.7477923522812444
271,-2.887169888883359
272,-1.1633662929807496
273,-1.8077245224037037
274,0.7253934857334133
275,-2.088910552680009
276,-0.47680811823172703
277,-6.971952958175936
278,-0.8783977865783749
279,-0.10569992080020062
280,0.46332800175040784
281,-3.413909179937309
282,1.395588466611029
283,-0.8182806639107879
284,0.09503356938230334
285,-0.3977936370413622
286,0.4004904389470194
287,-3.7199155956968935
288,-2.088910552680009
289,-2.263529561697161
290,-0.7080142990029366
291,-5.317311311621864
292,1.5329348091091326
293,0.8911463035928424
294,0.941789235177173
295,0.8524959452108115
296,-1.2493006652637832
297,-1.691117486461518
298,-4.786880024939938
299,-2.730752272741645
300,-1.5375891682129184
301,-0.9423900854955806
302,-1.6373727343056521
303,0.4004904389470194
304,1.7688646632466032
305,2.3743043525579957
306,-2.011287205857718
307,-1.1633662929807496
308,0.5221298424115547
309,-0.8182806639107879
310,-0.9423900854955806
311,-0.1340768722641932
312,0.941789235177173
313,0.4004904389470194
314,0.941789235177173
315,0.18131114481424063
316,0.4004904389470194
317,-2.887169888883359
318,-0.9423900854955806
319,0.5221298424115547
320,-1.8077245224037037
321,-2.887169888883359
322,0.941789235177173
323,-0.9423900854955806
324,0.941789235177173
325,0.18131114481424063
326,-1.446616205823723
327,-1.5375891682129184
328,-3.7199155956968935
329,-1.4910969469945392
330,0.941789235177173
331,0.18131114481424063
332,-0.29022188677859606
333,1.374046287348276
334,1.6190791886133866
335,0.7697913698163996
336,-0.47680811823172703
337,-0.051373648083098564
338,1.2574715021976643
339,0.941789235177173
340,0.941789235177173
341,0.8524959452108115
342,-2.3628220563152116
343,-0.8182806639107879
344,0.4004904389470194
345,-1.2493006652637832
346,-0.360584550103909
347,-2.263529561697161
348,-1.084176809635731
349,-1.084176809635731
350,-1.3431939913028152
351,1.0625984007532543
352,-1.2493006652637832
353,-2.011287205857718
354,-0.360584550103909
355,-3.909948283381706
356,-0.1633274222600536
357,-0.8182806639107879
358,-1.6373727343056521
359,1.2321536663951613
360,-1.4910969469945392
361,-0.47680811823172703
362,-1.3431939913028152
363,-1.0107743411061376
364,1.5329348091091326
365,-0.7616073895492042
366,3.057797475501212
367,0.941789235177173
368,-2.1726536863035086
369,0.941789235177173
370,-2.4721913811853855
371,-0.1633274222600536
372,1.3519528891766779
373,-2.088910552680009
374,0.26027532256382296
375,1.6190791886133866
376,0.7697913698163996
377,-0.5628342982688278
378,1.6190791886133866
379,-1.1633662929807496
380,-1.691117486461518
381,0.6786934111100942
382,0.5773708249660291
383,0.941789235177173
384,-1.3431939913028152
385,0.5221298424115547
386,1.2060783884840856
387,0.8120977646776598
388,0.7253934857334133
389,0.26027532256382296
390,0.18131114481424063
391,-0.051373648083098564
392,-2.1726536863035086
393,-0.5628342982688278
394,0.941789235177173
395,1.0308621491354881
396,1.2321536663951613
397,-2.887169888883359
398,1.282073498719956
399,0.941789235177173
400,1.2321536663951613
401,2.103505258661656
402,2.5766994903574556
403,-0.360584550103909
404,0.941789235177173
405,1.3519528891766779
406,0.941789235177173
407,-0.7080142990029366
408,0.7253934857334133
409,0.941789235177173
410,-0.22466961788810416
411,1.4371217806165124
412,0.5221298424115547
413,2.103505258661656
414,1.4371217806165124
415,1.2574715021976643
416,0.941789235177173
417,-2.593836070024165
418,-0.7616073895492042
419,-2.3628220563152116
420,0.5221298424115547
421,1.374046287348276
422,0.9979429002108829
423,-0.7616073895492042
424,-2.3628220563152116
425,-2.011287205857718
426,1.093231536745501
427,0.09503356938230334
428,-0.10569992080020062
429,-0.7616073895492042
430,0.4004904389470194
431,-1.084176809635731
432,0.7697913698163996
433,1.1228336811775832
434,1.3519528891766779
435,0.941789235177173
436,-1.446616205823723
437,-0.3977936370413622
438,-0.47680811823172703
439,0.8524959452108115
440,0.8911463035928424
441,0.941789235177173
442,1.8348246597291769
443,0.18131114481424063
444,0.941789235177173
445,1.4767410535131245
446,-0.051373648083098564
447,-0.43649457148506393
448,-1.084176809635731
449,1.282073498719956
450,-1.4910969469945392
451,-0.5188701567500943
452,-0.7080142990029366
453,-1.1633662929807496
454,-1.1633662929807496
455,-2.4721913811853855
456,-1.2493006652637832
457,-0.47680811823172703
458,2.5239083461397214
459,0.6786934111100942
460,-2.4721913811853855
461,-1.3431939913028152
462,0.941789235177173
463,-2.4721913811853855
464,-0.3977936370413622
465,-0.1340768722641932
466,2.0562998871951033
467,-2.263529561697161
468,-1.6373727343056521
469,-1.084176809635731
470,-1.2493006652637832
471,0.3330416938379186
472,-3.413909179937309
473,-1.3431939913028152
474,-1.691117486461518
475,-0.9423900854955806
476,-1.691117486461518
477,-1.4910969469945392
478,2.190476897984613
479,-1.2493006652637832
480,-0.10569992080020062
481,1.8348246597291769
482,0.26027532256382296
483,-1.691117486461518
484,2.5239083461397214
485,0.18131114481424063
486,-3.287009201705977
487,0.941789235177173
488,-0.9423900854955806
489,-1.3431939913028152
490,-3.287009201705977
491,0.941789235177173
492,-2.887169888883359
493,0.941789235177173
494,1.6190791886133866
495,-1.4910969469945392
496,0.941789235177173
497,0.6786934111100942
498,0.5221298424115547
499,1.4371217806165124
500,-2.730752272741645
501,-2.088910552680009
502,-1.0107743411061376
503,-0.1633274222600536
504,1.8959644267981177
505,-2.1726536863035086
506,0.7253934857334133
507,-0.9423900854955806
508,-0.5628342982688278
509,-0.9423900854955806
510,-0.10569992080020062
511,-0.29022188677859606
512,0.0
513,-0.1633274222600536
514,-1.2493006652637832
515,0.3330416938379186
516,-2.4721913811853855
517,-0.32475950800271575
518,-4.41841290030349
519,0.5773708249660291
520,-1.0107743411061376
521,-0.29022188677859606
522,-0.1340768722641932
523,1.2574715021976643
524,0.18131114481424063
525,-0.8783977865783749
526,0.5773708249660291
527,1.151470169325582
528,0.9637518672543439
529,-0.051373648083098564
530,0.6786934111100942
531,-1.1633662929807496
532,0.26027532256382296
533,0.09503356938230334
534,-0.5628342982688278
535,1.0308621491354881
536,0.26027532256382296
537,1.2574715021976643
538,3.184547116604244
539,-0.1633274222600536
540,1.395588466611029
541,0.09503356938230334
542,-1.4910969469945392
543,0.3330416938379186
544,0.941789235177173
545,-0.29022188677859606
546,0.941789235177173
547,0.7697913698163996
548,0.941789235177173
549,1.1792003702035916
550,0.5773708249660291
551,-1.446616205823723
552,-2.088910552680009
553,-1.3431939913028152
554,0.5773708249660291
555,0.9281899915426999
556,0.8120977646776598
557,1.3519528891766779
558,-2.263529561697161
559,-0.9423900854955806
560,0.09503356938230334
561,-0.9423900854955806
562,0.5221298424115547
563,1.6190791886133866
564,1.3519528891766779
565,-1.5862774567170923
566,-1.5375891682129184
567,2.0062260007117168
568,1.495885072108243
569,2.2307219208800992
570,0.941789235177173
571,-0.1633274222600536
572,0.941789235177173
573,-1.4910969469945392
574,1.2574715021976643
575,0.941789235177173
576,-0.25688475356734697
577,1.2060783884840856
578,1.6190791886133866
579,1.8959644267981177
580,0.4004904389470194
581,2.190476897984613
582,0.46332800175040784
583,-2.887169888883359
584,-0.051373648083098564
585,0.9281899915426999
586,-0.1340768722641932
587,1.4767410535131245
588,0.7253934857334133
589,0.941789235177173
590,1.7688646632466032
591,-1.5862774567170923
592,-1.2493006652637832
593,1.32928019577381
594,0.4004904389470194
595,0.09503356938230334
596,-2.263529561697161
597,-3.287009201705977
598,-0.5188701567500943
599,0.6786934111100942
600,-1.2493006652637832
601,0.0
602,0.7253934857334133
603,-1.1633662929807496
604,-1.1633662929807496
605,-0.43649457148506393
606,-2.3628220563152116
607,-4.41841290030349
608,-0.7616073895492042
609,-3.7199155956968935
610,-1.5862774567170923
611,-0.608875092836334
612,-1.3431939913028152
613,-0.608875092836334
614,-1.3431939913028152
615,-1.6373727343056521
616,1.2060783884840856
617,-0.1633274222600536
618,1.0308621491354881
619,0.941789235177173
620,0.8911463035928424
621,0.26027532256382296
622,-1.084176809635731
623,0.941789235177173
624,-0.051373648083098564
625,-2.593836070024165
626,-1.6373727343056521
627,1.2321536663951613
628,-2.3628220563152116
629,-1.87129857319878
630,0.0
631,-1.1633662929807496
632,0.941789235177173
633,-1.691117486461518
634,-2.593836070024165
635,-1.084176809635731
636,0.8524959452108115
637,-0.7080142990029366
638,1.2060783884840856
639,-0.10569992080020062
640,-1.9389706353557
641,-1.87129857319878
642,0.4004904389470194
643,2.7784564242930645
644,0.8524959452108115
645,0.8911463035928424
646,1.3059979529570414
647,1.4371217806165124
648,0.6294472920588415
649,0.09503356938230334
650,0.9281899915426999
651,0.18131114481424063
652,-1.8077245224037037
653,-1.7477923522812444
654,-1.4910969469945392
655,-0.47680811823172703
656,1.2574715021976643
657,0.6786934111100942
658,0.8524959452108115
659,1.7688646632466032
660,-0.32475950800271575
661,-2.4721913811853855
662,3.525961819842273
663,1.495885072108243
664,2.103505258661656
665,0.941789235177173
666,0.5773708249660291
667,1.5146105176338895
668,-2.3628220563152116
669,-1.9389706353557
670,1.2574715021976643
671,-0.43649457148506393
672,0.941789235177173
673,1.2060783884840856
674,1.0625984007532543
675,-0.5628342982688278
676,0.09503356938230334
677,-1.084176809635731
678,-1.691117486461518
679,-1.3431939913028152
680,-0.608875092836334
681,2.9058726465517033
682,0.6294472920588415
683,-0.10569992080020062
684,-1.1633662929807496
685,1.4166055286471972
686,-0.7080142990029366
687,1.1792003702035916
688,-0.19350537729798564
689,1.8348246597291769
690,-1.7477923522812444
691,-0.8182806639107879
692,0.46332800175040784
693,1.1228336811775832
694,2.0562998871951033
695,-1.084176809635731
696,-1.084176809635731
697,-0.7080142990029366
698,-0.6571919930827433
699,0.6294472920588415
700,1.282073498719956
701,-1.7477923522812444
702,-1.9389706353557
703,-0.7616073895492042
704,-0.8783977865783749
705,-1.8077245224037037
706,-0.3977936370413622
707,-0.43649457148506393
708,0.6786934111100942
709,-0.5628342982688278
710,0.09503356938230334
711,-3.413909179937309
712,-1.4910969469945392
713,-1.87129857319878
714,-1.4910969469945392
715,-0.608875092836334
716,-2.593836070024165
717,2.5766994903574556
718,1.7688646632466032
719,1.093231536745501
720,-0.051373648083098564
721,0.6786934111100942
722,0.09503356938230334
723,-1.6373727343056521
724,-1.5375891682129184
725,-1.1633662929807496
726,0.941789235177173
727,-0.051373648083098564
728,-2.730752272741645
729,-4.41841290030349
730,1.6190791886133866
731,0.8911463035928424
732,-1.0107743411061376
733,-1.0107743411061376
734,-1.3431939913028152
735,-0.5628342982688278
736,1.9529243294140182
737,0.0
738,0.26027532256382296
739,-0.43649457148506393
740,0.7697913698163996
741,-0.3977936370413622
742,0.6294472920588415
743,-0.9423900854955806
744,-1.1633662929807496
745,-0.7616073895492042
746,0.4004904389470194
747,-0.9423900854955806
748,-0.25688475356734697
749,-0.8182806639107879
750,-1.8077245224037037
751,2.148145025390787
752,3.7143732701457393
753,1.8959644267981177
754,1.4371217806165124
755,0.8524959452108115
756,0.5773708249660291
757,-1.084176809635731
758,-1.084176809635731
759,1.4767410535131245
760,-2.1726536863035086
761,-0.9423900854955806
762,0.941789235177173
763,0.8524959452108115
764,-1.5375891682129184
765,1.1792003702035916
766,0.09503356938230334
767,-0.7616073895492042
768,1.5329348091091326
769,-0.6571919930827433
770,-1.0107743411061376
771,0.46332800175040784
772,1.2321536663951613
773,0.3330416938379186
774,0.6294472920588415
775,0.6786934111100942
776,0.26027532256382296
777,-0.051373648083098564
778,-0.1340768722641932
779,0.9637518672543439
780,-1.3431939913028152
781,0.9637518672543439
782,0.26027532256382296
783,0.8120977646776598
784,-0.32475950800271575
785,1.1792003702035916
786,-0.43649457148506393
787,-1.1633662929807496
788,1.9529243294140182
789,-1.0107743411061376
790,-0.8182806639107879
791,1.9529243294140182
792,1.5146105176338895
793,0.941789235177173
794,-0.10569992080020062
795,0.6294472920588415
796,-1.9389706353557
797,-1.1633662929807496
798,0.5221298424115547
799,1.6190791886133866
800,1.374046287348276
801,-1.3431939913028152
802,0.7253934857334133
803,-0.9423900854955806
804,-1.1633662929807496
805,-3.55674043143068
806,-0.5188701567500943
807,-1.2493006652637832
808,-2.088910552680009
809,-1.0107743411061376
810,-1.0107743411061376
811,-0.3977936370413622
812,-2.011287205857718
813,-3.413909179937309
814,1.2321536663951613
815,-0.6571919930827433
816,0.3330416938379186
817,1.6972865867888325
818,0.0
819,1.32928019577381
820,-0.9423900854955806
821,-0.7080142990029366
822,-1.2493006652637832
823,1.1228336811775832
824,1.2321536663951613
825,0.7253934857334133
826,-0.7616073895492042
827,1.495885072108243
828,1.3059979529570414
829,0.6294472920588415
830,-1.3431939913028152
831,-1.6373727343056521
832,-1.4910969469945392
833,0.46332800175040784
834,1.093231536745501
835,-1.0107743411061376
836,1.395588466611029
837,-0.43649457148506393
838,2.2307219208800992
839,-3.287009201705977
840,1.32928019577381
841,0.5773708249660291
842,-1.87129857319878
843,-0.3977936370413622
844,0.5773708249660291
845,2.4961405530380456
846,-1.2493006652637832
847,1.093231536745501
848,0.8911463035928424
849,-1.6373727343056521
850,2.550741583917401
851,0.3330416938379186
852,0.4004904389470194
853,1.3059979529570414
854,-2.3628220563152116
855,-1.0107743411061376
856,-2.011287205857718
857,-0.29022188677859606
858,-2.730752272741645
859,0.5773708249660291
860,-2.088910552680009
861,-1.0107743411061376
862,0.7253934857334133
863,0.4004904389470194
864,-2.263529561697161
865,0.26027532256382296
866,-0.7080142990029366
867,-1.6373727343056521
868,0.8911463035928424
869,0.09503356938230334
870,1.4371217806165124
871,0.5773708249660291
872,1.3059979529570414
873,-1.9389706353557
874,-0.9423900854955806
875,-1.3431939913028152
876,-0.43649457148506393
877,-0.9423900854955806
878,-0.8783977865783749
879,0.4004904389470194
880,0.0
881,2.103505258661656
882,-1.5862774567170923
883,-0.5188701567500943
884,-2.088910552680009
885,2.6018358812527063
886,-0.051373648083098564
887,-0.9423900854955806
888,-0.19350537729798564
889,-1.446616205823723
890,0.8120977646776598
891,0.5221298424115547
892,-1.1633662929807496
893,0.6294472920588415
894,1.8348246597291769
895,1.374046287348276
896,-0.608875092836334
897,-2.887169888883359
898,-0.6571919930827433
899,-0.8182806639107879
900,1.0625984007532543
901,0.941789235177173
902,0.09503356938230334
903,-0.6571919930827433
904,0.7697913698163996
905,1.495885072108243
906,0.18131114481424063
907,-0.32475950800271575
908,0.46332800175040784
909,2.797983604823284
910,2.2690710869492414
911,0.8120977646776598
912,1.2060783884840856
913,1.7688646632466032
914,0.5221298424115547
915,-0.7080142990029366
916,0.9281899915426999
917,-1.3431939913028152
918,1.151470169325582
919,0.0
920,-0.5628342982688278
921,0.18131114481424063
922,0.5773708249660291
923,0.9281899915426999
924,-0.1633274222600536
925,-2.011287205857718
926,-1.1633662929807496
927,0.941789235177173
928,-1.9389706353557
929,-0.43649457148506393
930,-2.263529561697161
931,-0.608875092836334
932,0.09503356938230334
933,0.18131114481424063
934,1.495885072108243
935,1.6190791886133866
936,-0.7616073895492042
937,-0.3977936370413622
938,1.8348246597291769
939,0.9637518672543439
940,0.6786934111100942
941,0.941789235177173
942,0.4004904389470194
943,0.9979429002108829
944,0.18131114481424063
945,1.5146105176338895
946,3.525961819842273
947,1.282073498719956
948,-1.0107743411061376
949,0.3330416938379186
950,1.4767410535131245
951,1.1792003702035916
952,1.4166055286471972
953,0.7697913698163996
954,-1.3431939913028152
955,-1.1633662929807496
956,0.941789235177173
957,-2.593836070024165
958,-1.1633662929807496
959,-0.7616073895492042
960,0.8120977646776598
961,-1.9389706353557
962,-1.2493006652637832
963,0.4004904389470194
964,-0.1340768722641932
965,1.1792003702035916
966,0.7253934857334133
967,1.395588466611029
968,1.4371217806165124
969,2.550741583917401
970,-1.1633662929807496
971,-0.5628342982688278
972,0.09503356938230334
973,-1.084176809635731
974,0.8911463035928424
975,-3.0693327819334746
976,-0.608875092836334
977,0.09503356938230334
978,1.0625984007532543
979,0.7253934857334133
980,-0.051373648083098564
981,0.941789235177173
982,0.18131114481424063
983,-0.7616073895492042
984,-1.691117486461518
985,-0.5628342982688278
986,-0.19350537729798564
987,1.093231536745501
988,1.5146105176338895
989,-3.0693327819334746
990,-0.608875092836334
991,-0.19350537729798564
992,-1.084176809635731
993,0.941789235177173
994,-1.0107743411061376
995,0.941789235177173
996,-3.287009201705977
997,-0.5628342982688278
998,-1.1633662929807496
999,1.4166055286471972
1000,-1.5862774567170923
1001,0.8120977646776598
1002,-1.2493006652637832
1003,1.9529243294140182
1004,-1.5862774567170923
1005,-0.7616073895492042
1006,0.8120977646776598
1007,-0.051373648083098564
1008,-1.4910969469945392
1009,-0.025337374222335802
1010,3.043885304392673
1011,-0.7080142990029366
1012,0.9637518672543439
1013,-1.084176809635731
1014,-0.608875092836334
1015,0.6294472920588415
1016,0.8911463035928424
1017,1.495885072108243
1018,0.941789235177173
1019,0.4004904389470194
1020,0.09503356938230334
1021,2.103505258661656
1022,2.7584295844195
1023,0.7253934857334133
1024,0.26027532256382296
1025,0.5773708249660291
1026,-0.22466961788810416
1027,0.46332800175040784
1028,1.093231536745501
1029,-0.6571919930827433
1030,-0.1340768722641932
1031,-0.3977936370413622
1032,1.32928019577381
1033,-1.87129857319878
1034,-0.5628342982688278
1035,-0.29022188677859606
1036,1.4371217806165124
1037,2.9855716077781214
1038,1.0625984007532543
1039,1.0308621491354881
1040,0.8120977646776598
1041,1.6972865867888325
1042,0.4004904389470194
1043,0.8911463035928424
1044,0.3330416938379186
1045,0.941789235177173
1046,2.6018358812527063
1047,1.9529243294140182
1048,0.8911463035928424
1049,-1.4910969469945392
1050,2.83563200198455
1051,1.2060783884840856
1052,0.941789235177173
1053,-1.6373727343056521
1054,0.18131114481424063
1055,0.09503356938230334
1056,1.4166055286471972
1057,1.4371217806165124
1058,1.7688646632466032
1059,-1.2493006652637832
1060,-0.10569992080020062
1061,2.6018358812527063
1062,0.09503356938230334
1063,-2.4721913811853855
1064,0.941789235177173
1065,-0.43649457148506393
1066,-0.1340768722641932
1067,0.09503356938230334
1068,0.09503356938230334
1069,1.1228336811775832
1070,1.093231536745501
1071,-0.3977936370413622
1072,-3.413909179937309
1073,0.8911463035928424
1074,0.6786934111100942
1075,-0.7080142990029366
1076,1.0308621491354881
1077,2.716773151944858
1078,-1.1633662929807496
1079,0.9637518672543439
1080,1.2060783884840856
1081,0.3330416938379186
1082,0.09503356938230334
1083,0.8120977646776598
1084,-0.5628342982688278
1085,0.5773708249660291
1086,-2.4721913811853855
1087,-0.1633274222600536
1088,-1.3431939913028152
1089,-3.413909179937309
1090,2.83563200198455
1091,0.941789235177173
1092,0.8911463035928424
1093,-1.1633662929807496
1094,-2.887169888883359
1095,-1.084176809635731
1096,-0.7616073895492042
1097,-0.19350537729798564
1098,-1.3431939913028152
1099,-0.43649457148506393
1100,-0.5188701567500943
1101,1.1792003702035916
1102,-1.6373727343056521
1103,-1.5862774567170923
1104,-0.7616073895492042
1105,-0.5188701567500943
1106,2.103505258661656
1107,-1.084176809635731
1108,-0.9423900854955806
1109,2.190476897984613
1110,0.09503356938230334
1111,0.09503356938230334
1112,-0.22466961788810416
1113,-0.9423900854955806
1114,0.6294472920588415
1115,-0.32475950800271575
1116,1.2321536663951613
1117,1.9529243294140182
1118,1.7688646632466032
1119,0.6786934111100942
1120,-0.22466961788810416
1121,-0.3977936370413622
1122,-0.22466961788810416
1123,1.8959644267981177
1124,-0.7080142990029366
1125,-1.9389706353557
1126,-1.691117486461518
1127,-1.3431939913028152
1128,-0.19350537729798564
1129,-0.8783977865783749
1130,-0.7616073895492042
1131,-1.87129857319878
1132,0.6294472920588415
1133,-1.4910969469945392
1134,1.2321536663951613
1135,-2.088910552680009
1136,1.2321536663951613
1137,-1.2493006652637832
1138,-1.87129857319878
1139,-1.3431939913028152
1140,-1.446616205823723
1141,1.4166055286471972
1142,0.941789235177173
1143,2.4961405530380456
1144,1.2060783884840856
1145,1.9529243294140182
1146,-0.7616073895492042
1147,2.5766994903574556
1148,0.941789235177173
1149,-0.9423900854955806
1150,-0.7616073895492042
1151,0.46332800175040784
1152,1.32928019577381
1153,-1.6373727343056521
1154,0.46332800175040784
1155,1.4166055286471972
1156,1.7688646632466032
1157,0.8524959452108115
1158,1.282073498719956
1159,1.5329348091091326
1160,1.7688646632466032
1161,0.941789235177173
1162,-1.2493006652637832
1163,2.340725633651285
1164,-0.8783977865783749
1165,-0.19350537729798564
1166,0.9637518672543439
1167,-4.786880024939938
1168,-0.8182806639107879
1169,-1.4910969469945392
1170,-1.3431939913028152
1171,-0.5188701567500943
1172,-1.1633662929807496
1173,-0.32475950800271575
1174,0.26027532256382296
1175,-1.2493006652637832
1176,0.3330416938379186
1177,-1.1633662929807496
1178,-1.3431939913028152
1179,2.103505258661656
1180,0.09503356938230334
1181,2.0062260007117168
1182,0.7253934857334133
1183,1.093231536745501
1184,-1.6373727343056521
1185,-0.7080142990029366
1186,2.0562998871951033
1187,1.6190791886133866
1188,2.406539864041977
1189,1.093231536745501
1190,1.6972865867888325
1191,0.5773708249660291
1192,1.5329348091091326
1193,1.093231536745501
1194,-1.691117486461518
1195,-1.084176809635731
1196,0.09503356938230334
1197,0.4004904389470194
1198,1.093231536745501
1199,1.4767410535131245
1200,-1.1633662929807496
1201,-2.887169888883359
1202,1.2574715021976643
1203,1.7688646632466032
1204,1.2060783884840856
1205,1.1228336811775832
1206,1.5146105176338895
1207,-0.25688475356734697
1208,-1.2493006652637832
1209,1.4767410535131245
1210,-0.43649457148506393
1211,0.5773708249660291
1212,-0.3977936370413622
1213,-0.5628342982688278
1214,0.6786934111100942
1215,1.1228336811775832
1216,1.5329348091091326
1217,1.0625984007532543
1218,-1.0107743411061376
1219,-0.051373648083098564
1220,0.7253934857334133
1221,1.1792003702035916
1222,2.190476897984613
1223,0.9281899915426999
1224,0.0
1225,1.6190791886133866
1226,0.18131114481424063
1227,0.5773708249660291
1228,-1.5375891682129184
1229,0.6294472920588415
1230,1.2321536663951613
1231,-0.29022188677859606
1232,1.395588466611029
1233,-0.8783977865783749
